Customer Age,Customer Gender,Product Purchased,Ticket Priority,Ticket Status,Ticket Type,Customer Satisfaction Rating,Customer Gender Encoded,Product Purchased Encoded,Ticket Priority Encoded,Ticket Status Encoded,Ticket Type Encoded
55,Other,Apple AirPods,Low,Open,Refund request,2,2,3,2,1,3
49,Male,Canon EOS,Medium,Pending Customer Response,Cancellation request,2,1,9,3,2,1
21,Male,Fitbit Versa Smartwatch,Medium,Closed,Technical issue,0,1,13,3,0,4
41,Other,Nintendo Switch Pro Controller,Medium,Closed,Technical issue,0,2,31,3,0,4
63,Female,Xbox,High,Pending Customer Response,Product inquiry,2,0,40,1,2,2
36,Female,Google Nest,High,Open,Cancellation request,2,0,17,1,1,1
33,Male,Amazon Echo,Critical,Pending Customer Response,Technical issue,2,1,1,0,2,4
56,Other,Nintendo Switch Pro Controller,High,Open,Technical issue,2,2,31,1,1,4
45,Male,iPhone,Critical,Closed,Technical issue,1,1,41,0,0,4
33,Male,Roomba Robot Vacuum,Low,Closed,Product inquiry,0,1,34,2,0,2
25,Female,Canon DSLR Camera,Medium,Open,Billing inquiry,2,0,8,3,1,0
20,Female,Amazon Kindle,Critical,Pending Customer Response,Cancellation request,2,0,2,0,2,1
21,Male,Sony PlayStation,Low,Closed,Cancellation request,2,1,38,2,0,1
48,Other,Dyson Vacuum Cleaner,Medium,Open,Product inquiry,2,2,11,3,1,2
52,Other,HP Pavilion,High,Closed,Technical issue,1,2,19,1,0,4
54,Male,Garmin Forerunner,High,Closed,Technical issue,2,1,14,1,0,4
63,Female,Philips Hue Lights,Low,Open,Technical issue,2,0,32,2,1,4
44,Female,Microsoft Office,Medium,Open,Refund request,2,0,25,3,1,3
52,Male,Autodesk AutoCAD,Medium,Pending Customer Response,Technical issue,2,1,5,3,2,4
28,Female,LG OLED,Critical,Closed,Billing inquiry,1,0,20,0,0,0
70,Other,Garmin Forerunner,Critical,Closed,Cancellation request,0,2,14,0,0,1
51,Female,Google Nest,Medium,Pending Customer Response,Cancellation request,2,0,17,3,2,1
47,Male,Bose SoundLink Speaker,High,Closed,Refund request,0,1,7,1,0,3
52,Male,Nest Thermostat,Critical,Closed,Cancellation request,2,1,28,0,0,1
51,Male,PlayStation,Medium,Pending Customer Response,Billing inquiry,2,1,33,3,2,0
18,Other,LG Washing Machine,High,Pending Customer Response,Billing inquiry,2,2,22,1,2,0
38,Male,iPhone,High,Closed,Technical issue,0,1,41,1,0,4
25,Female,Samsung Soundbar,Critical,Open,Refund request,2,0,36,0,1,3
58,Male,Google Nest,Low,Pending Customer Response,Billing inquiry,2,1,17,2,2,0
24,Male,MacBook Pro,Critical,Open,Billing inquiry,2,1,24,0,1,0
42,Male,Nintendo Switch Pro Controller,Medium,Closed,Cancellation request,2,1,31,3,0,1
50,Other,Bose QuietComfort,Medium,Closed,Product inquiry,2,2,6,3,0,2
21,Male,Nintendo Switch Pro Controller,Low,Open,Product inquiry,2,1,31,2,1,2
48,Male,Google Nest,Critical,Open,Refund request,2,1,17,0,1,3
33,Male,GoPro Action Camera,High,Closed,Cancellation request,0,1,15,1,0,1
22,Male,Bose QuietComfort,Medium,Closed,Billing inquiry,1,1,6,3,0,0
51,Other,Sony Xperia,Critical,Open,Cancellation request,2,2,39,0,1,1
29,Female,Roomba Robot Vacuum,Critical,Open,Billing inquiry,2,0,34,0,1,0
29,Other,Amazon Kindle,Low,Pending Customer Response,Cancellation request,2,2,2,2,2,1
62,Male,LG OLED,Low,Pending Customer Response,Product inquiry,2,1,20,2,2,2
24,Male,Roomba Robot Vacuum,Medium,Closed,Refund request,0,1,34,3,0,3
39,Other,Amazon Kindle,Medium,Closed,Cancellation request,0,2,2,3,0,1
32,Male,GoPro Action Camera,Medium,Closed,Refund request,2,1,15,3,0,3
24,Other,GoPro Hero,Critical,Closed,Technical issue,0,2,16,0,0,4
63,Male,LG Washing Machine,Low,Pending Customer Response,Product inquiry,2,1,22,2,2,2
30,Female,Lenovo ThinkPad,Low,Closed,Product inquiry,0,0,23,2,0,2
28,Male,GoPro Action Camera,Low,Pending Customer Response,Refund request,2,1,15,2,2,3
51,Female,Google Nest,Medium,Open,Cancellation request,2,0,17,3,1,1
42,Other,Nintendo Switch,Medium,Closed,Refund request,2,2,30,3,0,3
42,Male,LG Washing Machine,Medium,Open,Refund request,2,1,22,3,1,3
37,Female,GoPro Hero,Low,Closed,Product inquiry,2,0,16,2,0,2
62,Male,Sony PlayStation,High,Closed,Product inquiry,2,1,38,1,0,2
42,Other,Microsoft Surface,Critical,Open,Billing inquiry,2,2,26,0,1,0
37,Other,Sony 4K HDR TV,High,Closed,Refund request,1,2,37,1,0,3
58,Other,Google Pixel,Critical,Open,Product inquiry,2,2,18,0,1,2
49,Female,Google Nest,Medium,Closed,Technical issue,2,0,17,3,0,4
52,Male,iPhone,Critical,Closed,Cancellation request,0,1,41,0,0,1
22,Female,Adobe Photoshop,High,Closed,Billing inquiry,2,0,0,1,0,0
33,Female,Nikon D,Medium,Pending Customer Response,Refund request,2,0,29,3,2,3
40,Other,Canon EOS,Medium,Pending Customer Response,Billing inquiry,2,2,9,3,2,0
19,Other,Bose SoundLink Speaker,High,Closed,Technical issue,2,2,7,1,0,4
60,Other,iPhone,High,Pending Customer Response,Refund request,2,2,41,1,2,3
20,Female,Amazon Kindle,Critical,Pending Customer Response,Billing inquiry,2,0,2,0,2,0
26,Female,Asus ROG,High,Pending Customer Response,Billing inquiry,2,0,4,1,2,0
43,Female,Microsoft Surface,Critical,Closed,Product inquiry,0,0,26,0,0,2
21,Female,GoPro Action Camera,Low,Closed,Technical issue,0,0,15,2,0,4
49,Other,Roomba Robot Vacuum,Low,Pending Customer Response,Refund request,2,2,34,2,2,3
19,Male,Sony PlayStation,Medium,Open,Refund request,2,1,38,3,1,3
41,Female,iPhone,Critical,Pending Customer Response,Billing inquiry,2,0,41,0,2,0
26,Male,Fitbit Versa Smartwatch,High,Pending Customer Response,Product inquiry,2,1,13,1,2,2
51,Female,Samsung Galaxy,Medium,Open,Billing inquiry,2,0,35,3,1,0
59,Other,Xbox,Medium,Pending Customer Response,Billing inquiry,2,2,40,3,2,0
51,Female,Sony 4K HDR TV,Medium,Closed,Cancellation request,1,0,37,3,0,1
67,Other,Google Nest,Low,Closed,Billing inquiry,0,2,17,2,0,0
69,Male,Asus ROG,Critical,Closed,Cancellation request,0,1,4,0,0,1
60,Female,Roomba Robot Vacuum,Low,Open,Technical issue,2,0,34,2,1,4
54,Female,MacBook Pro,High,Open,Refund request,2,0,24,1,1,3
58,Other,Sony PlayStation,Medium,Open,Technical issue,2,2,38,3,1,4
49,Female,Dyson Vacuum Cleaner,Critical,Closed,Product inquiry,0,0,11,0,0,2
32,Male,Roomba Robot Vacuum,Medium,Open,Product inquiry,2,1,34,3,1,2
33,Female,Lenovo ThinkPad,Low,Pending Customer Response,Cancellation request,2,0,23,2,2,1
19,Male,Amazon Kindle,Low,Closed,Refund request,2,1,2,2,0,3
49,Female,Sony Xperia,Medium,Pending Customer Response,Refund request,2,0,39,3,2,3
62,Male,Amazon Echo,Low,Open,Technical issue,2,1,1,2,1,4
62,Other,Dell XPS,Critical,Open,Technical issue,2,2,10,0,1,4
41,Male,Philips Hue Lights,Critical,Open,Refund request,2,1,32,0,1,3
33,Female,Autodesk AutoCAD,Low,Open,Product inquiry,2,0,5,2,1,2
58,Other,GoPro Action Camera,Critical,Open,Refund request,2,2,15,0,1,3
47,Female,Garmin Forerunner,Low,Closed,Technical issue,0,0,14,2,0,4
55,Other,Asus ROG,Critical,Open,Product inquiry,2,2,4,0,1,2
22,Other,Amazon Echo,Critical,Pending Customer Response,Billing inquiry,2,2,1,0,2,0
43,Female,Adobe Photoshop,Medium,Pending Customer Response,Cancellation request,2,0,0,3,2,1
68,Male,Sony Xperia,Low,Pending Customer Response,Cancellation request,2,1,39,2,2,1
49,Male,Nintendo Switch,High,Pending Customer Response,Product inquiry,2,1,30,1,2,2
68,Female,Samsung Galaxy,High,Pending Customer Response,Product inquiry,2,0,35,1,2,2
44,Male,Nintendo Switch Pro Controller,Low,Open,Product inquiry,2,1,31,2,1,2
66,Male,Amazon Echo,High,Pending Customer Response,Billing inquiry,2,1,1,1,2,0
65,Other,LG Washing Machine,Medium,Open,Technical issue,2,2,22,3,1,4
35,Male,Philips Hue Lights,High,Closed,Refund request,1,1,32,1,0,3
64,Male,Sony 4K HDR TV,Low,Closed,Refund request,0,1,37,2,0,3
54,Other,Garmin Forerunner,Low,Pending Customer Response,Cancellation request,2,2,14,2,2,1
34,Other,Garmin Forerunner,Low,Pending Customer Response,Billing inquiry,2,2,14,2,2,0
21,Male,Nintendo Switch Pro Controller,Medium,Pending Customer Response,Product inquiry,2,1,31,3,2,2
45,Other,GoPro Hero,Low,Open,Product inquiry,2,2,16,2,1,2
43,Male,MacBook Pro,Medium,Open,Product inquiry,2,1,24,3,1,2
68,Female,Lenovo ThinkPad,Critical,Pending Customer Response,Billing inquiry,2,0,23,0,2,0
46,Other,LG OLED,Low,Open,Billing inquiry,2,2,20,2,1,0
69,Female,Canon EOS,Critical,Closed,Cancellation request,2,0,9,0,0,1
57,Other,MacBook Pro,Medium,Closed,Product inquiry,0,2,24,3,0,2
55,Other,LG OLED,Low,Closed,Cancellation request,0,2,20,2,0,1
39,Other,Nintendo Switch Pro Controller,Low,Open,Cancellation request,2,2,31,2,1,1
39,Male,Amazon Kindle,Medium,Closed,Technical issue,0,1,2,3,0,4
66,Other,Bose QuietComfort,Low,Pending Customer Response,Refund request,2,2,6,2,2,3
36,Male,Canon DSLR Camera,Medium,Closed,Refund request,1,1,8,3,0,3
56,Female,Google Nest,Medium,Closed,Technical issue,0,0,17,3,0,4
24,Other,Canon EOS,Low,Open,Technical issue,2,2,9,2,1,4
57,Male,Nintendo Switch Pro Controller,Medium,Pending Customer Response,Cancellation request,2,1,31,3,2,1
59,Other,Amazon Echo,High,Pending Customer Response,Billing inquiry,2,2,1,1,2,0
48,Male,GoPro Action Camera,Medium,Pending Customer Response,Cancellation request,2,1,15,3,2,1
47,Other,Canon DSLR Camera,Critical,Closed,Refund request,0,2,8,0,0,3
54,Male,Apple AirPods,Critical,Pending Customer Response,Refund request,2,1,3,0,2,3
46,Male,Canon EOS,Low,Pending Customer Response,Product inquiry,2,1,9,2,2,2
32,Male,GoPro Hero,Critical,Open,Billing inquiry,2,1,16,0,1,0
21,Female,Nikon D,High,Closed,Billing inquiry,0,0,29,1,0,0
61,Female,Microsoft Office,Critical,Pending Customer Response,Billing inquiry,2,0,25,0,2,0
28,Male,Fitbit Versa Smartwatch,Low,Closed,Refund request,2,1,13,2,0,3
26,Other,Dyson Vacuum Cleaner,Low,Open,Refund request,2,2,11,2,1,3
67,Other,Microsoft Office,Critical,Pending Customer Response,Refund request,2,2,25,0,2,3
58,Male,Amazon Echo,Low,Closed,Refund request,2,1,1,2,0,3
40,Female,PlayStation,Low,Closed,Product inquiry,0,0,33,2,0,2
38,Other,Lenovo ThinkPad,Low,Open,Technical issue,2,2,23,2,1,4
52,Other,Google Nest,Critical,Closed,Billing inquiry,1,2,17,0,0,0
20,Other,LG Smart TV,Medium,Pending Customer Response,Product inquiry,2,2,21,3,2,2
51,Other,Canon EOS,Medium,Closed,Product inquiry,0,2,9,3,0,2
32,Other,LG Smart TV,Critical,Pending Customer Response,Cancellation request,2,2,21,0,2,1
58,Other,Samsung Galaxy,High,Pending Customer Response,Product inquiry,2,2,35,1,2,2
63,Male,Amazon Kindle,Medium,Open,Technical issue,2,1,2,3,1,4
19,Female,Microsoft Xbox Controller,Critical,Closed,Billing inquiry,2,0,27,0,0,0
38,Female,GoPro Action Camera,Low,Closed,Cancellation request,0,0,15,2,0,1
19,Other,GoPro Action Camera,Low,Open,Technical issue,2,2,15,2,1,4
65,Other,Nintendo Switch,Critical,Closed,Refund request,1,2,30,0,0,3
38,Female,Asus ROG,High,Pending Customer Response,Product inquiry,2,0,4,1,2,2
42,Female,Samsung Soundbar,Medium,Closed,Cancellation request,2,0,36,3,0,1
32,Male,Adobe Photoshop,Medium,Open,Technical issue,2,1,0,3,1,4
60,Other,Canon DSLR Camera,Low,Closed,Product inquiry,0,2,8,2,0,2
45,Male,LG Washing Machine,High,Open,Billing inquiry,2,1,22,1,1,0
59,Female,HP Pavilion,Low,Open,Refund request,2,0,19,2,1,3
45,Male,Sony PlayStation,Critical,Open,Cancellation request,2,1,38,0,1,1
38,Female,Lenovo ThinkPad,Low,Pending Customer Response,Billing inquiry,2,0,23,2,2,0
46,Male,Dell XPS,Critical,Open,Refund request,2,1,10,0,1,3
56,Female,Bose SoundLink Speaker,Medium,Open,Cancellation request,2,0,7,3,1,1
21,Male,Nintendo Switch Pro Controller,High,Pending Customer Response,Cancellation request,2,1,31,1,2,1
52,Female,Garmin Forerunner,Medium,Open,Technical issue,2,0,14,3,1,4
37,Other,Amazon Kindle,Low,Closed,Technical issue,2,2,2,2,0,4
70,Female,Canon DSLR Camera,Critical,Closed,Technical issue,2,0,8,0,0,4
33,Female,Dyson Vacuum Cleaner,Medium,Closed,Product inquiry,2,0,11,3,0,2
39,Other,Dell XPS,High,Pending Customer Response,Refund request,2,2,10,1,2,3
60,Female,Sony Xperia,Critical,Open,Technical issue,2,0,39,0,1,4
63,Other,Canon DSLR Camera,Medium,Open,Billing inquiry,2,2,8,3,1,0
50,Other,Asus ROG,High,Open,Cancellation request,2,2,4,1,1,1
46,Male,Microsoft Office,Low,Pending Customer Response,Billing inquiry,2,1,25,2,2,0
31,Female,Bose QuietComfort,High,Open,Technical issue,2,0,6,1,1,4
66,Male,Autodesk AutoCAD,Critical,Closed,Billing inquiry,2,1,5,0,0,0
64,Female,Canon DSLR Camera,Critical,Open,Refund request,2,0,8,0,1,3
63,Other,GoPro Action Camera,Low,Open,Billing inquiry,2,2,15,2,1,0
33,Other,Fitbit Charge,Low,Closed,Technical issue,0,2,12,2,0,4
66,Other,Sony PlayStation,Medium,Closed,Technical issue,0,2,38,3,0,4
70,Male,Bose SoundLink Speaker,Medium,Open,Product inquiry,2,1,7,3,1,2
38,Female,Nikon D,Critical,Open,Product inquiry,2,0,29,0,1,2
58,Other,Nikon D,Critical,Open,Billing inquiry,2,2,29,0,1,0
66,Other,Garmin Forerunner,High,Closed,Cancellation request,2,2,14,1,0,1
59,Female,Canon DSLR Camera,Critical,Closed,Billing inquiry,0,0,8,0,0,0
25,Female,Microsoft Xbox Controller,High,Open,Technical issue,2,0,27,1,1,4
43,Female,Sony Xperia,Medium,Closed,Technical issue,1,0,39,3,0,4
39,Female,Sony PlayStation,Low,Pending Customer Response,Product inquiry,2,0,38,2,2,2
33,Male,Philips Hue Lights,Critical,Pending Customer Response,Billing inquiry,2,1,32,0,2,0
36,Male,PlayStation,Critical,Pending Customer Response,Cancellation request,2,1,33,0,2,1
60,Male,LG Washing Machine,Critical,Pending Customer Response,Cancellation request,2,1,22,0,2,1
34,Female,Philips Hue Lights,Low,Open,Cancellation request,2,0,32,2,1,1
40,Male,Asus ROG,High,Closed,Product inquiry,2,1,4,1,0,2
68,Female,Amazon Kindle,Low,Pending Customer Response,Refund request,2,0,2,2,2,3
43,Other,Canon EOS,Low,Closed,Product inquiry,0,2,9,2,0,2
18,Other,LG OLED,Low,Pending Customer Response,Refund request,2,2,20,2,2,3
39,Female,Microsoft Xbox Controller,Critical,Pending Customer Response,Product inquiry,2,0,27,0,2,2
62,Other,Amazon Echo,Critical,Closed,Technical issue,0,2,1,0,0,4
54,Male,GoPro Hero,Medium,Closed,Technical issue,0,1,16,3,0,4
55,Male,Dyson Vacuum Cleaner,Critical,Closed,Billing inquiry,2,1,11,0,0,0
69,Male,Sony 4K HDR TV,High,Open,Billing inquiry,2,1,37,1,1,0
21,Female,Nest Thermostat,Critical,Closed,Product inquiry,1,0,28,0,0,2
40,Male,Google Nest,Critical,Open,Technical issue,2,1,17,0,1,4
52,Male,LG Smart TV,Critical,Pending Customer Response,Cancellation request,2,1,21,0,2,1
25,Other,Fitbit Charge,Low,Pending Customer Response,Product inquiry,2,2,12,2,2,2
18,Female,GoPro Hero,High,Open,Product inquiry,2,0,16,1,1,2
67,Male,PlayStation,High,Open,Cancellation request,2,1,33,1,1,1
38,Other,Nikon D,Low,Closed,Refund request,1,2,29,2,0,3
30,Male,Microsoft Office,Medium,Closed,Refund request,0,1,25,3,0,3
52,Female,Bose QuietComfort,Critical,Closed,Refund request,0,0,6,0,0,3
47,Female,Microsoft Surface,Critical,Pending Customer Response,Refund request,2,0,26,0,2,3
54,Other,Roomba Robot Vacuum,Low,Pending Customer Response,Product inquiry,2,2,34,2,2,2
45,Other,Nintendo Switch,Medium,Pending Customer Response,Cancellation request,2,2,30,3,2,1
60,Male,Apple AirPods,Medium,Open,Billing inquiry,2,1,3,3,1,0
43,Female,Dyson Vacuum Cleaner,Low,Open,Cancellation request,2,0,11,2,1,1
31,Female,Nikon D,High,Open,Refund request,2,0,29,1,1,3
23,Other,LG Smart TV,Medium,Pending Customer Response,Product inquiry,2,2,21,3,2,2
48,Other,Sony 4K HDR TV,Medium,Closed,Technical issue,0,2,37,3,0,4
25,Male,Canon EOS,Medium,Open,Refund request,2,1,9,3,1,3
32,Female,Microsoft Xbox Controller,Medium,Closed,Technical issue,1,0,27,3,0,4
49,Other,Apple AirPods,High,Pending Customer Response,Technical issue,2,2,3,1,2,4
21,Female,Dell XPS,Medium,Open,Technical issue,2,0,10,3,1,4
27,Other,Adobe Photoshop,Medium,Closed,Cancellation request,1,2,0,3,0,1
19,Female,Dell XPS,Critical,Pending Customer Response,Product inquiry,2,0,10,0,2,2
32,Male,Asus ROG,Medium,Open,Cancellation request,2,1,4,3,1,1
25,Male,Garmin Forerunner,Medium,Open,Cancellation request,2,1,14,3,1,1
18,Male,PlayStation,Low,Closed,Refund request,0,1,33,2,0,3
50,Male,LG OLED,Critical,Open,Cancellation request,2,1,20,0,1,1
65,Other,Canon DSLR Camera,Medium,Pending Customer Response,Cancellation request,2,2,8,3,2,1
51,Female,iPhone,High,Open,Technical issue,2,0,41,1,1,4
29,Male,Asus ROG,Low,Open,Refund request,2,1,4,2,1,3
69,Other,Sony 4K HDR TV,Low,Pending Customer Response,Refund request,2,2,37,2,2,3
58,Male,Canon EOS,Low,Open,Technical issue,2,1,9,2,1,4
55,Female,Fitbit Charge,Low,Open,Cancellation request,2,0,12,2,1,1
45,Female,Google Pixel,Critical,Pending Customer Response,Technical issue,2,0,18,0,2,4
53,Male,Asus ROG,Critical,Pending Customer Response,Technical issue,2,1,4,0,2,4
45,Female,Microsoft Surface,High,Pending Customer Response,Billing inquiry,2,0,26,1,2,0
45,Other,Microsoft Office,Critical,Open,Product inquiry,2,2,25,0,1,2
44,Male,Google Pixel,Critical,Closed,Billing inquiry,2,1,18,0,0,0
34,Other,Microsoft Xbox Controller,Low,Open,Cancellation request,2,2,27,2,1,1
27,Female,LG Washing Machine,Medium,Open,Cancellation request,2,0,22,3,1,1
42,Male,Nikon D,Critical,Closed,Product inquiry,1,1,29,0,0,2
45,Other,Canon EOS,Low,Open,Cancellation request,2,2,9,2,1,1
42,Other,Google Pixel,Critical,Pending Customer Response,Technical issue,2,2,18,0,2,4
44,Male,LG OLED,Medium,Closed,Technical issue,1,1,20,3,0,4
64,Male,Samsung Galaxy,Medium,Pending Customer Response,Technical issue,2,1,35,3,2,4
51,Male,Garmin Forerunner,Low,Pending Customer Response,Billing inquiry,2,1,14,2,2,0
20,Female,Sony Xperia,High,Closed,Cancellation request,2,0,39,1,0,1
30,Other,Dyson Vacuum Cleaner,Low,Open,Billing inquiry,2,2,11,2,1,0
36,Male,MacBook Pro,Low,Pending Customer Response,Product inquiry,2,1,24,2,2,2
46,Female,Canon EOS,High,Closed,Billing inquiry,0,0,9,1,0,0
44,Female,Samsung Galaxy,Low,Closed,Product inquiry,2,0,35,2,0,2
48,Other,Nintendo Switch,Critical,Open,Cancellation request,2,2,30,0,1,1
70,Female,Asus ROG,Low,Pending Customer Response,Product inquiry,2,0,4,2,2,2
20,Female,Bose QuietComfort,Low,Pending Customer Response,Billing inquiry,2,0,6,2,2,0
39,Other,Nikon D,Low,Open,Product inquiry,2,2,29,2,1,2
54,Other,Asus ROG,Critical,Pending Customer Response,Cancellation request,2,2,4,0,2,1
25,Female,Adobe Photoshop,Medium,Closed,Billing inquiry,0,0,0,3,0,0
32,Female,Sony 4K HDR TV,Low,Closed,Billing inquiry,2,0,37,2,0,0
66,Other,Apple AirPods,Low,Closed,Product inquiry,0,2,3,2,0,2
67,Female,Sony PlayStation,High,Open,Billing inquiry,2,0,38,1,1,0
29,Other,Apple AirPods,Medium,Pending Customer Response,Technical issue,2,2,3,3,2,4
25,Other,Samsung Soundbar,Medium,Open,Technical issue,2,2,36,3,1,4
27,Other,Samsung Galaxy,Critical,Closed,Cancellation request,0,2,35,0,0,1
50,Male,GoPro Action Camera,Low,Pending Customer Response,Refund request,2,1,15,2,2,3
44,Male,GoPro Action Camera,High,Open,Cancellation request,2,1,15,1,1,1
69,Female,LG OLED,High,Pending Customer Response,Cancellation request,2,0,20,1,2,1
55,Male,Asus ROG,Critical,Open,Cancellation request,2,1,4,0,1,1
24,Male,Microsoft Office,Critical,Closed,Refund request,0,1,25,0,0,3
47,Male,Nikon D,Critical,Open,Refund request,2,1,29,0,1,3
52,Male,LG OLED,Medium,Closed,Refund request,0,1,20,3,0,3
54,Other,Fitbit Charge,Critical,Pending Customer Response,Billing inquiry,2,2,12,0,2,0
44,Female,PlayStation,High,Closed,Technical issue,2,0,33,1,0,4
39,Male,Google Pixel,Low,Pending Customer Response,Refund request,2,1,18,2,2,3
27,Female,Lenovo ThinkPad,Medium,Open,Refund request,2,0,23,3,1,3
53,Male,HP Pavilion,Critical,Open,Technical issue,2,1,19,0,1,4
29,Female,GoPro Hero,Low,Open,Technical issue,2,0,16,2,1,4
32,Female,Google Pixel,High,Open,Billing inquiry,2,0,18,1,1,0
60,Other,Samsung Soundbar,Low,Pending Customer Response,Cancellation request,2,2,36,2,2,1
68,Male,LG Smart TV,Critical,Closed,Cancellation request,1,1,21,0,0,1
37,Male,Garmin Forerunner,High,Closed,Technical issue,2,1,14,1,0,4
45,Male,GoPro Action Camera,Critical,Closed,Technical issue,0,1,15,0,0,4
69,Other,LG OLED,High,Pending Customer Response,Technical issue,2,2,20,1,2,4
64,Other,Canon DSLR Camera,Low,Closed,Billing inquiry,2,2,8,2,0,0
43,Other,Fitbit Charge,High,Pending Customer Response,Technical issue,2,2,12,1,2,4
41,Male,Nintendo Switch Pro Controller,Critical,Pending Customer Response,Billing inquiry,2,1,31,0,2,0
48,Other,Lenovo ThinkPad,Critical,Closed,Refund request,2,2,23,0,0,3
27,Other,Google Pixel,Critical,Closed,Product inquiry,1,2,18,0,0,2
50,Male,GoPro Hero,Low,Open,Billing inquiry,2,1,16,2,1,0
66,Female,Canon EOS,Low,Open,Cancellation request,2,0,9,2,1,1
69,Male,Garmin Forerunner,Low,Open,Refund request,2,1,14,2,1,3
53,Other,GoPro Hero,Critical,Open,Technical issue,2,2,16,0,1,4
65,Other,GoPro Action Camera,Medium,Pending Customer Response,Refund request,2,2,15,3,2,3
52,Other,Dyson Vacuum Cleaner,Low,Pending Customer Response,Cancellation request,2,2,11,2,2,1
19,Female,MacBook Pro,Medium,Closed,Product inquiry,2,0,24,3,0,2
34,Female,Dyson Vacuum Cleaner,Medium,Pending Customer Response,Refund request,2,0,11,3,2,3
18,Male,Apple AirPods,Low,Pending Customer Response,Refund request,2,1,3,2,2,3
